Y,X1,X2,X12,X15
13.16887929,21,13,8,8
12.88554929,21,2,9,8
12.71754804,14,5,6,11
15.43077998,-34,-41,7,12
13.89721929,21,5,6,6
11.21603,2,7,8,10
11.79918125,12,5,57,-47
13.65221929,21,14,7,8
14.24411998,16,5,7,12
12.01918125,12,4,7,2
13.20744998,16,7,6,6
14.50411998,16,13,11,10
13.13221929,21,13,11,8
12.71411998,16,4,7,4
12.98411998,16,14,9,3
13.57527251,18,5,8,13
11.06066,10,14,7,3
10.57793125,12,13,6,9
13.07221929,21,11,10,11
16.65804929,21,7,8,6
15.1087536,19,8,9,5
12.18294335,13,11,9,2
13.77894335,13,7,-41,9
15.27501998,16,7,9,6
16.62744998,16,4,9,6
13.87509804,7,2,8,61
12.26509804,-43,14,9,15
15.92411998,16,7,9,12
11.48411998,16,14,7,3
10.99309804,7,13,9,4
11.72505784,23,6,9,10
12.53609126,15,5,7,1
7.855272505,18,6,10,-37
11.05603,2,1,9,15
10.86103,2,13,7,14
13.70563,5,2,10,15
11.23509804,7,2,6,15
14.57639269,11,2,8,4
12.14727335,13,11,8,5
11.99077998,16,5,8,1
12.79021124,24,6,11,7
13.28221929,21,5,7,15
11.99411998,16,5,7,14
11.60212125,3,13,59,2
13.45918125,12,2,11,1
12.92411998,16,14,7,10
12.98172784,23,13,8,7
14.12112804,14,2,10,15
15.08918125,12,4,11,1
12.11808999,8,14,7,8
12.54103,2,-39,10,1
14.00945804,14,2,9,11
11.47918125,12,6,11,-49
12.68924251,9,1,10,12
11.51394335,13,52,7,2
11.15609126,15,13,6,7
13.49862804,14,13,9,15
13.88411998,16,5,10,8
12.04539269,11,7,10,7
12.83539269,11,11,9,4
11.28103,2,14,9,9
12.12712125,3,13,8,13
12.61563,5,2,7,15
12.1787536,19,11,11,5
11.78077998,16,-37,9,10
12.82394335,13,5,11,5
12.39666,1,13,10,1
13.76911998,16,4,7,12
12.78759804,7,3,10,15
13.77612804,14,11,11,7
11.77521124,24,13,11,7
13.95612804,14,2,11,11
14.35021124,24,6,7,13
13.09742268,22,2,11,2
12.02221929,21,13,7,8
11.61618125,12,14,10,3
12.65670268,22,13,11,2
13.87221929,21,3,7,11
13.43021124,24,2,6,7
12.73394335,13,11,8,8
14.5087536,19,11,9,13
13.54223804,7,7,8,4
13.39918125,12,11,8,5
12.61251125,12,4,7,3
15.55721929,21,7,10,6
12.45103,2,5,7,15
10.85918125,12,11,9,1
13.86221929,71,13,9,11
12.99527251,-32,7,7,12
14.35897,5,2,9,15
13.43894335,13,11,9,52
12.54641999,8,13,8,10
15.255,10,4,9,-45
12.48612804,14,8,7,-35
14.10411998,16,4,10,12
13.13411998,16,13,10,10
11.06411998,16,7,11,10
15.73744998,16,4,8,6
15.26221929,21,7,9,8
12.51103,52,13,8,9
11.7987536,19,13,6,9
13.2423,5,2,8,15
11.39603,2,5,8,9
13.2487536,19,13,8,13
12.10436,2,7,60,9
10.08501425,12,14,10,14
13.08842804,7,-43,8,15
12.57212125,53,13,-41,13
12.76205999,4,14,10,13
10.85411998,16,4,8,14
11.85134804,7,5,6,15
12.41712125,3,5,6,13
14.62687124,24,5,7,13
8.914119983,16,11,6,1
12.08718125,12,4,7,3
12.60918125,12,11,6,1
13.34697,5,7,8,15
15.57744998,16,55,7,12
13.55411998,16,4,7,6
12.03411998,66,9,7,10
15.72172784,23,2,61,10
11.13411998,16,11,9,8
14.21918125,12,14,11,1
12.46411998,16,1,11,12
12.62103,2,3,8,9
13.49712125,3,11,8,13
13.13721929,71,11,9,8
14.03411998,16,5,6,6
11.29139269,11,11,7,4
12.78009804,7,7,7,15
12.04394335,13,11,7,9
15.35577998,16,7,10,6
11.59918125,12,-46,9,6
11.86118125,12,9,6,3
13.31852251,9,13,10,12
10.79509804,7,13,6,15
15.54021124,24,7,8,13
13.45645125,12,5,8,1
16.1487536,69,14,7,13
11.9487536,19,13,7,5
15.37411998,16,4,10,12
16.42411998,16,5,7,12
12.66509804,7,10,10,11
13.75522998,16,7,9,12
11.28672784,23,3,6,7
13.81472269,11,7,58,7
10.25745298,66,1,-44,10
11.82103,2,14,9,65
11.80411998,66,12,6,12
8.78565125,6,14,8,3
12.47897,5,2,6,4
12.48077998,16,7,8,10
11.02661998,16,14,7,3
12.55811998,16,5,9,1
13.3287536,19,2,9,13
11.96918125,12,8,6,14
12.74060335,13,14,7,9
13.03009804,57,13,8,15
12.32668125,12,2,9,52
13.61509804,7,14,7,4
13.63554929,21,14,10,4
13.77411998,16,10,9,6
14.32028804,14,7,8,7
12.87394335,13,2,9,5
11.20612804,14,3,10,9
14.20721929,21,11,9,8
13.03021124,24,1,11,7
13.43918125,12,4,11,1
11.47418125,62,4,8,3
11.28103,2,3,6,9
14.06394335,13,13,10,14
14.24411998,16,11,10,10
14.08918125,12,14,8,5
13.14739269,11,13,9,4
12.49538999,4,11,10,13
13.91412804,14,5,10,11
12.2625,1,52,10,2
14.92544892,17,5,7,9
12.57563,5,-45,6,4
13.91144335,13,14,9,5
13.77939269,11,2,7,4
12.06612804,14,14,8,9
14.20603,2,5,9,1
11.25897,5,13,9,15
13.61887929,21,13,10,11
11.36394335,13,11,8,5
15.28424251,9,4,7,12
14.37221929,21,13,8,8
11.82862804,14,13,8,11
11.01141999,8,57,7,10
14.02897,5,5,9,10
13.57939269,11,13,8,4
13.36139269,11,13,8,4
14.48903,2,5,9,9
13.77471929,21,13,8,15
11.77584125,12,5,9,9
11.79394335,13,4,11,5
13.62411998,16,9,10,12
12.40918125,12,1,7,3
11.95911998,16,10,7,6
10.30709804,7,3,57,4
14.36518125,12,5,7,6
12.56518125,12,8,8,3
12.30894335,13,7,8,8
13.34139269,11,11,9,4
13.62411998,16,4,9,1
15.1820836,69,5,8,13
13.54021929,21,13,9,58
12.59009804,7,5,6,11
12.13509804,7,13,10,61
13.81021124,24,14,9,9
14.42521124,24,13,9,7
12.40103,2,13,10,14
12.20838335,13,-37,7,9
11.42251125,12,57,11,2
12.91918125,12,5,11,1
13.36918125,12,11,9,1
14.33242268,22,13,8,2
14.93221929,21,7,11,58
12.57193251,18,13,10,8
13.17418125,12,14,11,1
12.49394335,13,11,11,5
11.96394335,13,9,6,3
12.76418125,12,4,6,1
12.67139269,11,14,6,4
14.60621929,21,5,56,6
14.63411998,-34,9,7,6
13.99945804,14,14,8,11
13.73411998,16,4,10,12
14.48744998,16,11,9,10
12.34509804,7,13,10,15
12.72509804,7,7,7,15
11.61436,2,14,11,9
15.82021124,24,14,7,13
10.72,1,1,7,14
12.07021124,24,2,10,13
13.27639269,11,14,8,4
13.04172784,23,14,8,7
13.56103998,16,12,9,14
13.04312125,3,5,9,13
13.82908268,22,2,10,2
14.53354124,24,2,8,13
13.65612804,14,5,7,9
12.32769,2,14,9,9
12.63318125,12,14,8,1
12.57727335,13,13,7,9
14.38945804,14,2,10,1
12.36097,5,11,10,15
13.56509804,7,3,10,15
13.25077998,16,58,7,12
14.41744998,16,4,11,12
14.24911998,16,4,11,6
12.09205999,4,14,6,13
11.90603,2,14,7,15
12.70424251,9,14,8,13
15.11411998,16,4,8,62
13.26394335,13,11,7,9
12.79897,5,13,9,10
14.20509804,7,7,10,11
11.29918125,12,14,9,1
13.32887929,21,2,10,11
12.88221929,21,11,8,11
14.69721929,21,2,11,11
12.68521124,24,6,11,7
13.0387536,19,1,7,5
11.02578598,16,14,8,14
12.57172784,23,13,11,7
13.54411998,16,12,9,2
15.18271124,24,11,9,9
13.77139269,11,2,9,15
10.12911998,16,5,6,10
12.36712125,3,6,7,13
12.14509804,7,5,7,11
13.18639269,11,7,8,54
13.87424251,9,11,8,12
10.41078598,16,5,8,14
13.51527251,18,2,11,9
11.63,-49,2,10,1
12.40897,5,13,8,15
10.11536384,23,13,10,7
11.44411998,16,7,7,10
11.28221929,21,6,9,8
13.53918125,12,14,9,6
12.67889269,11,13,9,4
13.25326804,14,2,8,15
12.30044892,17,13,7,9
13.45612804,14,5,9,9
13.59221929,21,5,8,10
12.68103,2,2,10,15
12.77554929,21,64,7,8
13.70615125,6,5,11,15
12.22744998,16,7,7,10
10.96118125,12,4,6,9
13.12021124,24,2,-39,13
12.69839998,16,4,9,10
12.8770836,19,7,9,13
13.22103,2,8,10,14
16.97221929,21,4,11,6
13.63897,5,2,9,11
13.15458804,14,14,10,11
11.40411998,66,4,6,14
13.68718125,12,5,7,2
13.35103,2,14,9,7
13.35394335,13,2,10,2
12.17721929,21,14,10,4
12.03612804,14,13,11,9
12.93611998,16,-45,8,10
11.07918125,12,64,7,14
11.79509804,7,7,8,15
12.31353,2,52,8,9
11.15099125,12,5,8,2
11.93575268,22,-39,9,2
13.6387536,19,-48,11,13
14.0562536,19,8,9,5
13.39712125,3,5,7,13
11.10103,2,5,11,9
13.16,1,2,9,1
11.29411998,16,5,61,10
12.50411998,16,4,11,10
13.42221929,21,11,8,8
15.51221929,21,14,11,8
15.64744998,16,4,-41,12
14.83384804,7,7,8,15
13.52103,2,14,11,9
16.66077998,16,3,8,12
14.31211998,16,-46,11,6
13.01027251,18,7,10,58
12.74911998,16,3,58,1
11.72758892,17,63,10,9
11.12751125,12,4,11,9
9.784119983,16,4,11,12
11.58355804,7,14,7,15
10.87221929,21,14,6,8
12.33172784,23,11,8,7
14.90021124,24,13,8,13
13.66172784,23,1,-40,10
15.82212125,3,5,9,1
14.25221929,21,7,7,8
12.83918125,12,5,7,3
13.92286998,16,5,9,3
12.38897,5,2,10,4
13.67394335,13,13,10,2
13.51509804,7,14,7,15
10.31897,5,7,10,10
9.755,10,5,9,3
10.26710669,11,6,6,4
11.79268998,16,4,10,6
13.23221929,21,14,7,8
14.94103,2,4,9,14
13.59918125,12,4,11,6
13.63021124,24,7,9,9
12.87411998,16,9,7,10
12.57112804,14,1,8,9
14.66221929,21,7,9,8
13.27710892,17,5,10,9
13.25506929,21,14,8,8
13.48937804,57,13,59,8
15.33887929,21,2,59,12
13.04147,5,2,11,15
15.45918125,12,55,9,1
11.71308999,8,14,7,8
12.19411998,16,4,7,-36
14.80411998,16,4,11,6
15.38609126,15,3,9,1
14.44661998,16,7,6,6
12.25103,2,2,10,1
13.66397,5,14,8,15
12.61394335,13,14,10,3
10.18221929,-29,13,6,8
13.29251125,12,14,11,1
12.82612804,14,5,9,11
15.67621929,21,9,11,8
13.9220836,19,11,9,9
12.81897,5,6,11,8
12.55509804,-43,2,10,15
16.85411998,16,5,11,10
11.25612804,14,2,6,15
13.60411998,16,14,7,12
12.02612804,14,1,7,11
13.18242268,22,4,58,2
13.385,1,2,9,1
12.89397,5,2,10,15
14.76221929,21,13,10,8
12.35362804,14,13,7,15
12.37567269,11,13,10,4
15.75918125,12,5,11,14
14.89021929,21,7,8,8
14.63103,2,5,9,9
11.31014269,11,14,9,4
11.79251125,12,1,8,1
11.08161998,16,5,6,14
15.20696998,16,4,10,12
14.1787536,19,14,8,9
12.92620804,7,7,8,15
12.05721929,21,6,10,8
12.32309804,7,5,7,15
12.46021124,24,61,7,13
11.69411998,16,5,9,3
11.53103,2,7,10,9
12.69712125,3,11,10,3
11.01612804,14,5,6,11
14.53527251,18,11,9,-40
11.72721929,21,4,6,4
13.55897,5,4,11,10
13.39739269,11,13,9,4
12.32897,5,5,6,4
15.42411998,16,7,7,6
12.58389269,11,13,10,4
16.6620836,19,5,7,13
16.38411998,16,9,8,12
12.17411998,16,14,8,1
11.19078598,16,9,9,10
11.81918125,12,8,7,10
14.03377892,17,11,9,9
15.44411998,16,1,11,10
13.41721929,21,13,11,11
11.65842804,57,3,8,11
12.64011998,16,14,60,15
9.760753601,19,5,6,13
12.00299998,16,14,9,3
12.97603,2,7,10,9
16.42054929,21,5,7,6
11.00103,2,7,6,9
11.26418125,12,5,7,14
12.80911998,16,-37,8,10
11.57394335,13,7,10,8
13.62522998,16,3,8,10
10.88911998,16,1,9,14
12.65554929,21,5,8,8
11.39962125,3,13,9,2
12.68521124,24,13,8,7
14.15679335,13,2,10,8
11.48060335,13,14,9,5
13.19509804,7,14,9,15
12.22506929,21,-43,6,4
14.89021124,24,10,9,13
13.46471929,21,2,10,8
10.2587536,19,13,7,2
14.8054136,19,5,7,5
15.22721929,21,13,11,8
14.71612804,14,1,10,15
11.32411998,16,5,7,1
12.21554929,21,1,9,8
12.33612804,14,13,10,9
14.08521124,24,13,9,-37
12.69808999,8,7,8,10
11.44805269,11,13,8,4
10.982,10,13,10,5
11.82609126,15,13,7,1
11.95718125,12,4,8,6
13.78139269,11,13,9,15
11.53353,2,5,6,9
10.78709804,7,14,10,4
12.20308999,-42,14,7,8
14.29109126,15,1,10,1
12.80021124,24,13,9,7
12.37886784,23,13,9,7
12.44221929,21,-42,9,8
11.48603,2,1,7,15
11.99955999,4,5,8,13
13.55563,5,14,9,4
12.17509804,7,7,6,15
11.31805269,11,5,6,4
12.55411998,16,5,7,3
15.11727335,63,13,10,14
10.87675804,7,1,11,8
11.57411998,16,5,7,10
15.12911998,16,9,10,12
13.4254136,19,2,11,13
12.21436,20,7,10,7
13.67259804,7,1,9,11
14.19412804,14,2,10,15
12.94077998,16,13,9,10
11.74612804,14,-37,9,9
10.59029225,12,14,9,2
14.43971929,21,7,8,4
13.06012804,14,7,8,15
10.50911998,16,14,7,10
12.17918125,12,8,7,14
11.55821124,24,-43,10,13
12.99139269,11,11,10,15
12.35175804,7,-36,7,15
11.65411998,16,6,7,3
12.40205999,4,3,8,13
11.60757335,13,13,8,2
13.68221929,21,14,9,6
13.20103,2,5,8,15
14.89411998,16,4,7,12
12.33259804,7,11,8,15
13.31744998,16,4,11,12
11.82527251,18,11,10,63
12.72472269,11,11,10,4
11.79808999,8,13,9,10
13.44221929,21,7,10,15
14.68139269,11,7,8,4
14.3,10,10,9,5
12.44712125,3,10,8,13
12.01651125,12,14,8,1
11.81139269,11,2,10,4
14.28935929,21,2,10,11
11.95411998,16,14,7,1
11.65603,2,14,10,15
14.78911998,16,7,6,6
11.74044892,17,2,6,9
12.86871999,4,14,8,13
11.69353,2,2,9,15
13.11411998,66,2,11,4
13.98036998,16,5,8,14
13.74894335,13,14,8,5
15.22215269,11,5,9,4
12.67109804,7,13,10,11
13.59172784,23,13,9,7
14.03838784,23,13,10,10
10.99472569,11,13,7,57
10.92008,5,13,9,11
14.94411998,16,7,7,-38
13.39172784,23,3,-40,7
13.43411998,16,9,8,10
11.70394335,13,11,7,3
13.23672784,23,7,11,7
12.31672784,23,13,10,7
13.32242268,22,11,59,2
14.24012804,14,5,7,11
11.13244892,17,13,8,9
10.78911998,16,8,7,10
12.68415125,-44,5,8,3
13.23112804,14,13,10,11
12.55242268,22,53,9,2
10.64411998,16,7,9,10
12.62103,2,14,9,9
10.74769,2,14,8,57
9.121029996,2,2,56,14
11.52418125,12,4,6,9
13.97411998,16,7,8,6
12.76394335,13,8,10,5
13.87612804,14,3,8,9
13.11728,2,13,11,14
13.15230125,12,14,9,3
12.53672784,23,7,10,7
14.44011998,16,5,10,12
13.26009804,7,5,6,15
15.50011998,16,3,8,62
11.07021124,24,11,6,13
13.4787536,19,10,7,5
16.71424251,9,9,8,12
12.22021124,24,11,10,13
12.80103,2,3,9,9
13.0187536,19,13,11,5
13.02621929,21,7,6,6
10.63411998,16,14,10,6
10.07293125,12,14,7,2
14.90221929,-29,13,10,8
12.57918125,12,14,11,1
11.39897,5,7,9,10
13.34221929,-29,4,6,8
12.72109804,7,11,-43,15
13.58411998,16,4,6,12
14.0475,10,5,8,5
11.68397,5,6,7,8
13.54318125,12,14,10,1
12.03060125,12,14,-40,59
10.99922784,23,13,10,7
11.32918125,12,1,7,1
11.73394335,-37,2,9,5
13.09027251,18,7,10,8
11.87103,2,13,9,9
9.464119983,-34,5,6,11
11.56603,2,2,10,9
12.33221929,21,3,11,15
13.60603,2,5,10,9
14.78505784,23,7,8,7
12.53362804,14,7,7,15
12.32603,2,5,11,14
11.49221929,21,5,9,11
12.26221929,21,4,6,8
11.3223,5,2,9,10
12.33411998,16,14,10,-40
10.90897,5,6,57,8
14.15394335,13,7,9,2
14.87077998,16,6,10,12
13.90911998,16,4,6,12
12.31612804,14,13,7,15
14.61244998,16,7,8,6
14.05721929,21,11,8,11
12.55727335,13,14,8,5
11.73411998,16,8,9,14
13.58103,20,5,6,4
12.33973125,12,5,7,6
12.02727,1,11,10,13
13.09139269,11,7,7,4
12.92971929,21,13,11,11
14.3287536,19,1,9,5
12.86286998,16,13,9,10
13.23353,2,5,9,14
13.89918125,12,8,9,1
12.74509804,7,3,10,15
13.39021124,24,14,57,13
12.95394335,13,5,7,7
17.74411998,16,4,8,12
14.16244998,16,4,10,14
14.87609126,15,13,10,1
11.84221929,21,7,10,8
14.80743784,23,2,10,10
12.30918125,12,5,10,1
12.16021124,24,13,7,13
13.41221929,21,5,11,8
11.81436,2,2,60,15
14.76394335,13,2,8,13
14.38612804,14,5,-42,9
13.4337536,19,7,7,13
10.72971929,21,2,6,8
13.93103,2,5,9,9
12.91411998,16,5,10,10
14.00918125,12,4,8,3
12.12942126,-35,13,8,7
11.64647,5,11,7,4
12.83354124,24,14,9,9
13.28918125,12,10,8,9
14.96221929,21,7,11,8
12.58901892,17,11,7,9
12.31411998,16,13,7,1
13.29172784,23,7,10,7
13.58621929,21,2,9,11
13.27251125,12,5,7,1
14.53,1,2,10,51
15.79744998,16,4,7,12
13.00197,5,5,7,4
14.44674,2,5,8,15
12.4262536,19,1,57,5
13.8662536,19,11,8,5
10.92721929,21,7,6,8
13.88721929,21,7,-41,8
11.86918125,12,5,9,-44
12.35897,5,2,7,11
12.46503,2,5,9,-36
9.70009804,7,13,6,11
17.20424251,9,9,8,12
11.70603,2,5,7,-35
9.801029996,20,3,6,7
11.77668125,12,13,8,3
15.41911998,16,4,7,12
12.67894335,13,11,8,7
14.39223804,7,7,10,15
13.95021124,24,12,8,9
12.38612804,14,-37,10,15
11.46411998,16,4,6,12
13.82563,5,13,10,10
13.86918125,12,12,9,-45
10.9925036,19,13,11,13
12.14994335,13,14,8,5
13.44394335,63,3,9,5
12.99118125,12,5,9,9
12.31897,5,13,8,15
12.26897,5,14,6,11
10.43044892,17,13,11,2
12.74609126,15,10,8,57
13.13612804,14,7,8,7
11.73103,20,7,7,15
15.0887536,19,10,9,13
13.08411998,16,13,10,1
11.59103,-48,10,7,14
14.98897,5,-43,-40,10
12.89806125,12,14,8,1
13.43918125,12,5,10,3
