Y,X8,X9,X11,X14
12.33172784,89.1,0,1136,124.52
14.90021124,26.5,1,984,265.49
13.66172784,31.9,0,642,64.67
15.82212125,25.2,8,1211,111.17
14.25221929,41.7,5,598,111.16
12.83918125,25.2,0,978,223.76
13.92286998,21.9,5,590,602.27
12.38897,-17.4,2,611,262.11
13.67394335,31.1,55,418,212.41
13.51509804,37.4,0,559,45.03
10.31897,48.6,0,464,29.56
9.755,80.0,2,1097,419.64
10.26710669,33.5,4,384,441.31
11.79268998,35.4,1,414,359.58
13.23221929,35.1,0,666,38.52
14.94103,34.6,0,163,48.43
13.59918125,29.0,0,615,79.21
13.63021124,41.9,0,519,34.64
12.87411998,53.3,0,321,190.42
12.57112804,33.5,0,573,94.87
14.66221929,33.5,0,428,134.62
13.27710892,49.2,0,855,180.42
13.25506929,33.9,30,454,615.5
13.48937804,42.3,0,409,474.93
15.33887929,30.2,0,350,166.62
13.04147,40.0,1,764,609.15
15.45918125,40.4,35,816,126.4
11.71308999,50.2,0,638,116.85
12.19411998,45.8,0,688,207.49
14.80411998,27.6,0,1587,109.59
15.38609126,25.4,0,510,24.3
14.44661998,27.4,0,773,281.74
12.25103,33.1,0,291,65.39
13.66397,32.6,0,943,167.87
12.61394335,91.8,16,652,63.53
10.18221929,33.5,1,1108,178.35
13.29251125,36.7,23,526,138.32
12.82612804,51.4,34,1171,346.37
15.67621929,37.4,8,590,209.01
13.9220836,35.2,-48,670,293.83
12.81897,42.3,0,950,160.89
12.55509804,25.7,0,810,43.25
16.85411998,43.8,0,418,22.11
11.25612804,39.9,0,560,156.73
13.60411998,27.4,3,754,952.79
12.02612804,38.3,1,509,173.46
13.18242268,27.2,0,762,18.46
13.385,30.5,1,1229,200.45
12.89397,42.7,1,1266,208.06
14.76221929,27.0,51,725,263.44
12.35362804,-4.9,30,809,281.07
12.37567269,29.4,24,897,590.75
15.75918125,38.3,0,1328,44.59
14.89021929,-11.6,32,519,447.18
14.63103,37.3,44,960,451.54
11.31014269,34.3,52,837,652.38
11.79251125,43.1,5,1076,657.37
11.08161998,26.9,3,435,459.52
15.20696998,38.8,5,555,577.97
14.1787536,41.0,0,993,133.06
12.92620804,30.3,37,669,518.25
12.05721929,31.9,0,337,97.21
12.32309804,27.6,31,1032,464.68
12.46021124,26.9,0,264,33.55
11.69411998,48.0,0,614,32.87
11.53103,40.8,3,506,762.34
12.69712125,48.6,5,693,159.94
11.01612804,51.6,0,1262,135.79
14.53527251,48.4,1,390,140.58
11.72721929,34.5,0,577,97.78
13.55897,34.9,0,331,22.43
13.39739269,38.4,44,582,421.64
12.32897,35.4,6,688,375.59
15.42411998,34.8,0,1802,264.19
12.58389269,28.6,0,915,344.14
16.6620836,36.4,0,717,182.43
16.38411998,36.4,50,602,103.42
12.17411998,21.5,40,864,713.44
11.19078598,31.1,1,452,299.21
11.81918125,85.6,79,489,193.89
14.03377892,40.5,26,1138,206.58
15.44411998,35.3,1,923,48.02
13.41721929,39.5,0,703,250.3
11.65842804,52.6,0,554,85.72
12.64011998,47.6,1,479,158.83
9.760753601,33.9,1,935,184.08
12.00299998,31.4,1,653,513.11
12.97603,34.1,1,922,456.14
16.42054929,35.3,2,935,363.35
11.00103,28.1,0,669,56.87
11.26418125,50.6,2,1122,625.84
12.80911998,40.7,0,338,55.08
11.57394335,38.3,33,363,213.3
13.62522998,28.1,149,866,575.42
10.88911998,44.4,62,915,223.93
12.65554929,47.5,13,1579,184.81
11.39962125,40.1,0,681,364.8
12.68521124,77.3,101,878,258.2
14.15679335,23.4,4,279,461.25
11.48060335,30.4,35,510,645.2
13.19509804,37.1,1,605,159.28
12.22506929,29.7,1,869,697.67
14.89021124,51.6,1,355,199.84
13.46471929,31.6,7,496,299.51
10.2587536,36.3,0,617,129.14
14.8054136,29.6,-49,576,93.89
15.22721929,33.5,0,778,184.52
14.71612804,34.3,0,904,39.04
11.32411998,30.4,2,576,266.11
12.21554929,34.0,1,629,187.79
12.33612804,34.4,0,327,76.76
14.08521124,30.3,1,365,73.92
12.69808999,40.0,0,677,183.09
11.44805269,75.6,1,658,473.05
10.982,34.8,50,794,432.07
11.82609126,30.4,5,1021,705.18
11.95718125,38.8,81,532,304.52
13.78139269,37.8,0,558,122.63
11.53353,39.3,1,646,381.83
10.78709804,30.5,29,859,234.77
12.20308999,34.5,2,642,212.27
14.29109126,86.5,22,583,150.23
12.80021124,36.6,1,442,76.17
12.37886784,31.2,39,842,483.35
12.44221929,47.2,0,939,66.42
11.48603,44.4,1,1665,89.41
11.99955999,35.7,39,265,271.9
13.55563,31.6,1,1224,440.95
12.17509804,42.3,1,646,340.61
11.31805269,32.2,1,669,157.69
12.55411998,41.4,-49,392,281.99
15.11727335,32.5,1,693,209.21
10.87675804,44.2,1,531,388.31
11.57411998,36.9,4,219,245.12
15.12911998,29.4,0,460,76.67
13.4254136,42.6,1,752,225.84
12.21436,40.2,0,495,166.61
13.67259804,31.8,148,530,527.87
14.19412804,20.4,1,216,508.73
12.94077998,97.5,1,1065,104.32
11.74612804,51.1,65,1258,59.7
10.59029225,28.7,4,866,642.48
14.43971929,33.9,0,440,295.92
13.06012804,33.2,35,684,341.24
10.50911998,25.1,-50,549,197.94
12.17918125,34.4,18,285,202.25
11.55821124,41.6,37,813,306.09
12.99139269,27.6,53,306,35.43
12.35175804,35.5,0,814,122.9
11.65411998,36.8,0,368,9.97
12.40205999,33.0,0,678,17.47
11.60757335,35.0,72,1011,778.5
13.68221929,26.7,0,819,26.81
13.20103,35.2,0,346,66.3
14.89411998,44.5,0,1058,30.93
12.33259804,21.5,1,190,621.5
13.31744998,30.8,2,514,735.04
11.82527251,33.4,2,642,164.53
12.72472269,36.1,50,483,248.28
11.79808999,39.2,1,1376,108.92
13.44221929,48.9,1,432,190.77
14.68139269,33.4,1,972,222.36
14.3,39.6,0,889,78.02
12.44712125,-13.2,0,821,225.95
12.01651125,22.5,68,710,1314.17
11.81139269,31.5,1,553,289.4
14.28935929,30.5,1,388,601.46
11.95411998,37.2,0,362,21.06
11.65603,38.7,22,758,173.12
14.78911998,54.7,3,891,172.29
11.74044892,51.1,0,531,33.35
12.86871999,46.5,10,365,191.96
11.69353,38.0,53,708,1100.98
13.11411998,41.3,0,971,142.05
13.98036998,31.7,2,421,387.17
13.74894335,24.8,1,1039,384.44
15.22215269,26.6,31,1225,953.59
12.67109804,32.5,77,622,540.26
13.59172784,27.9,1,510,179.97
14.03838784,29.2,0,877,184.75
10.99472569,41.6,1,865,189.33
10.92008,7.3,1,382,810.41
14.94411998,47.9,0,505,38.85
13.39172784,32.6,0,526,31.53
13.43411998,47.0,0,830,151.2
11.70394335,31.9,0,279,60.37
13.23672784,37.0,4,464,65.69
12.31672784,36.6,0,695,60.0
13.32242268,43.1,0,218,68.74
14.24012804,33.7,1,1582,340.93
11.13244892,29.4,99,506,275.96
10.78911998,37.4,0,870,170.22
12.68415125,32.6,2,620,319.99
13.23112804,34.7,1,493,433.31
12.55242268,21.9,0,704,75.3
10.64411998,49.5,0,620,70.89
12.62103,31.2,0,1029,45.85
10.74769,14.0,65,997,1173.84
9.121029996,34.6,0,343,49.11
11.52418125,42.6,1,1163,305.48
13.97411998,44.1,0,386,75.37
12.76394335,30.8,0,756,17.14
13.87612804,39.5,0,348,54.53
13.11728,49.5,1,985,817.49
13.15230125,24.5,6,588,1044.67
12.53672784,32.2,0,472,107.67
14.44011998,34.7,1,771,348.96
13.26009804,27.5,2,933,452.98
15.50011998,38.3,47,987,261.51
11.07021124,46.1,0,481,26.93
13.4787536,55.0,0,905,25.39
16.71424251,40.2,0,503,51.0
12.22021124,47.8,0,582,104.63
12.80103,34.2,0,1209,67.98
13.0187536,45.8,1,636,80.73
13.02621929,37.9,2,929,236.73
10.63411998,90.4,0,887,55.06
10.07293125,37.0,24,548,628.97
14.90221929,31.8,5,737,271.13
12.57918125,39.8,0,316,69.71
11.39897,36.1,0,1067,181.48
13.34221929,19.4,3,624,275.84
12.72109804,33.2,25,238,251.47
13.58411998,38.2,1,431,225.6
14.0475,45.2,0,1191,341.39
11.68397,35.6,1,732,201.35
13.54318125,24.1,1,664,430.23
12.03060125,-16.1,23,1381,260.6
10.99922784,44.5,1,1026,280.2
11.32918125,29.6,0,693,107.86
11.73394335,39.8,0,666,37.57
13.09027251,39.0,0,1118,238.03
11.87103,37.1,87,722,140.66
9.464119983,32.0,3,539,192.81
11.56603,34.7,50,467,118.98
12.33221929,22.9,0,825,28.41
13.60603,44.1,0,942,131.49
14.78505784,35.8,0,904,153.71
12.53362804,42.6,1,763,452.14
12.32603,25.4,1,448,267.25
11.49221929,36.7,114,759,350.31
12.26221929,44.2,0,478,23.86
11.3223,33.2,0,369,149.49
12.33411998,27.8,1,665,128.43
10.90897,43.1,0,542,60.43
14.15394335,38.6,0,1082,342.06
14.87077998,32.1,3,759,488.87
13.90911998,30.9,1,784,281.9
12.31612804,31.5,1,435,175.25
14.61244998,28.0,1,326,403.33
14.05721929,38.4,50,785,102.31
12.55727335,61.2,56,499,205.52
11.73411998,29.0,0,728,111.09
13.58103,23.3,0,656,66.21
12.33973125,-3.1,5,584,1238.85
12.02727,32.9,23,1037,346.72
13.09139269,26.1,45,343,252.34
12.92971929,43.1,1,415,336.34
14.3287536,38.5,0,366,41.12
12.86286998,26.3,1,978,437.97
13.23353,34.7,15,567,196.12
13.89918125,55.4,0,1119,44.04
12.74509804,53.3,0,426,44.65
13.39021124,33.6,0,591,96.21
12.95394335,38.6,-50,416,194.25
17.74411998,37.9,0,533,48.15
14.16244998,28.9,1,570,302.89
14.87609126,31.9,23,615,1068.17
11.84221929,41.8,0,477,87.77
14.80743784,34.3,49,452,373.95
12.30918125,47.9,0,577,34.39
12.16021124,39.7,0,630,60.1
13.41221929,41.0,0,550,17.98
11.81436,49.5,1,1087,321.15
14.76394335,30.3,70,851,280.33
14.38612804,39.2,0,756,102.99
13.4337536,30.0,0,627,132.76
10.72971929,35.5,1,428,308.63
13.93103,19.0,77,907,218.01
12.91411998,48.9,0,802,91.32
14.00918125,36.0,1,891,8.42
12.12942126,19.8,0,854,133.14
11.64647,35.5,48,500,415.22
12.83354124,35.0,8,850,362.48
13.28918125,30.3,0,592,17.05
14.96221929,39.3,24,720,252.8
12.58901892,33.3,31,718,391.13
12.31411998,41.8,0,672,22.68
13.29172784,27.3,0,1234,10.74
13.58621929,31.0,0,741,240.93
13.27251125,29.7,1,610,198.31
14.53,28.8,0,412,227.31
15.79744998,33.1,1,807,689.24
13.00197,21.4,10,1283,661.76
14.44674,39.1,26,786,532.78
12.4262536,39.4,1,933,298.8
13.8662536,49.3,1,527,333.74
10.92721929,79.1,1,414,259.89
13.88721929,37.3,1,935,302.6
11.86918125,32.3,0,468,97.47
12.35897,48.6,50,1505,116.46
12.46503,45.9,1,854,283.64
9.70009804,32.5,3,1297,364.06
17.20424251,43.3,0,1281,144.67
11.70603,30.3,0,421,150.91
9.801029996,33.2,0,435,51.53
11.77668125,25.6,82,631,380.0
15.41911998,41.7,0,1138,81.8
12.67894335,39.2,76,395,199.31
14.39223804,23.1,23,498,409.94
13.95021124,25.4,0,866,136.94
12.38612804,29.4,1,886,293.0
11.46411998,38.1,0,629,8.51
13.82563,43.7,3,484,274.2
13.86918125,48.4,0,640,29.18
10.9925036,-17.7,13,405,527.18
12.14994335,46.0,2,1673,285.08
13.44394335,43.5,0,1137,15.77
12.99118125,88.6,8,590,440.71
12.31897,30.0,0,920,93.55
12.26897,34.6,0,595,92.41
10.43044892,20.9,1,532,314.2
12.74609126,34.9,103,447,71.44
13.13612804,34.9,1,471,142.0
11.73103,34.2,0,515,116.01
15.0887536,45.9,0,602,26.85
13.08411998,32.3,3,469,559.14
11.59103,33.5,-50,797,102.32
14.98897,33.0,0,822,118.97
12.89806125,27.9,41,819,552.38
13.43918125,92.5,0,500,138.23
